N,iteration,fast,Time,
100,0,0,8488206136
200,0,0,9793784263
300,0,0,9922754423
400,0,0,10104950159
500,0,0,11835834094
600,0,0,12151930740
700,0,0,12948487935
800,0,0,15355467483
900,0,0,17278310280
1000,0,0,
1100,0,0,
1200,0,0,21643694692
1300,0,0,27310344545
1400,0,0,28456062107
1500,0,0,26833375698
1600,0,0,35424761441
1700,0,0,42051889801
1800,0,0,41057869066
1900,0,0,48595119857
2000,0,0,50425192640
2100,0,0,60311768842
2200,0,0,60334921249
2300,0,0,69260663528
2400,0,0,74169755346
2500,0,0,70863537847
2600,0,0,79867667901
2700,0,0,96748654053
2800,0,0,104844027465
2900,0,0,108184456649
3000,0,0,112069915912
3100,0,0,129013441974
3200,0,0,142738067458
3300,0,0,128880697611
3400,0,0,167029394416
3500,0,0,172667627385
3600,0,0,154971311819
3700,0,0,178645234703
3800,0,0,214573286388
3900,0,0,189997369946
4000,0,0,199059656068
4100,0,0,241654949488
4200,0,0,270308816515
4300,0,0,258667252568
4400,0,0,284011803969
4500,0,0,254333049692
4600,0,0,235192052541
4700,0,0,272911594777
4800,0,0,315922664740
4900,0,0,344662083213
5000,0,0,376004305215
5100,0,0,462185315359
5200,0,0,489959199562
5300,0,0,322087838874
5400,0,0,345490987587
5500,0,0,442205802797
5600,0,0,499538813853
5700,0,0,498473236711
5800,0,0,550365402222
5900,0,0,
6000,0,0,569813281157
6100,0,0,639316534499
6200,0,0,559552947361
6300,0,0,587201324029
6400,0,0,688495310355
6500,0,0,651253227096
6600,0,0,638497754592
6700,0,0,717177594522
6800,0,0,665518675592
6900,0,0,706875851337
7000,0,0,757702954816
7100,0,0,714663441907
7200,0,0,815120346210
7300,0,0,759528863502
7400,0,0,865575550934
7500,0,0,934164229647
7600,0,0,889738682593
7700,0,0,1027772925467
7800,0,0,891969955236
7900,0,0,1038908289378
8000,0,0,1099732920288
8100,0,0,1001604942511
8200,0,0,1284213089665
8300,0,0,955357108039
8400,0,0,1130190195812
8500,0,0,
8600,0,0,1309963390004
8700,0,0,1287107027249
8800,0,0,1355600416494
8900,0,0,1347971919572
9000,0,0,1499411464876
9100,0,0,
9200,0,0,1611952511081
9300,0,0,
9400,0,0,1694164469257
9500,0,0,1678591914867
9600,0,0,1912005761960
9700,0,0,1641700506255
9800,0,0,
9900,0,0,
10000,0,0,1885528239618
